duplicateGroupId,ruleId,itemIds,count,gradeLevel,itemType,standardCode,normalizedStem,normalizedChoices,sourceType,severity
edc878ff8cc6,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,30028|30049,2,3,MULTI_SELECT,CC.1.2.3.C,read the paragraph select two phrases that help you understand the meaning of do not rush,walk at a leisurely pace | take in the sights sounds and smells | near a swamp | different things,generated,WARNING
92c690622872,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,30034|30040,2,3,MCQ,CC.1.2.3.C,which answer best explains text structure in two views of a community garden,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,generated,WARNING
12d422c9fe8a,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,40011|40015,2,4,MCQ,CC.1.2.4.B,what can be concluded based on details in how wetlands protect a watershed,a supported inference that combines text clues with what the reader knows | a guess that sounds possible but has no text evidence | a copied detail that does not explain what can be figured out | an answer based only on one word from the title,generated,WARNING
ab3d9d5cfb68,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,40017|40041,2,4,MCQ,CC.1.3.4.A,which answer best explains theme in the last bell before the storm,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,generated,WARNING
f0fe0da1dfe7,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,40018|40042|40050,3,4,MCQ,CC.1.3.4.B,what can be concluded based on details in the last bell before the storm,a supported inference that combines text clues with what the reader knows | a guess that sounds possible but has no text evidence | a copied detail that does not explain what can be figured out | an answer based only on one word from the title,generated,WARNING
f589061d2c89,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,40021|40045,2,4,DRAG_DROP,CC.1.3.4.C,a student is writing an informational report move each sentence into the table to show whether the style is formal or informal,to make recycled paper fibers are mixed with water to form pulp | it is kind of wild that old paper can turn into brand new sheets | the pulp is spread thinly and pressed until much of the water is removed | the whole process is really neat because the paper gets squished flat,generated,WARNING
9bb0c9c8f848,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,40023|40047,2,4,HOT_TEXT,CC.1.3.4.E,read the paragraph select the sentence that should be revised to maintain a formal style,many communities create gardens that provide food and shelter for pollinators | butterflies and bees move pollen from one flower to another as they search for nectar | lots of people think those tiny bugs are super cool and fun to watch | planting native flowers can help pollinators survive in changing environments,generated,WARNING
c14013841a57,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,40025|40029,2,4,MCQ,CC.1.2.4.B,what can be concluded based on details in two views of a community garden,a supported inference that combines text clues with what the reader knows | a guess that sounds possible but has no text evidence | a copied detail that does not explain what can be figured out | an answer based only on one word from the title,generated,WARNING
906c762cdc63,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,40031|40035|40037,3,4,MCQ,CC.1.2.4.B,what can be concluded based on details in designing a water smart schoolyard,a supported inference that combines text clues with what the reader knows | a guess that sounds possible but has no text evidence | a copied detail that does not explain what can be figured out | an answer based only on one word from the title,generated,WARNING
960d0c1e1f04,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,40033|40039,2,4,MCQ,CC.1.2.4.D,which answer best explains vocabulary in designing a water smart schoolyard,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,generated,WARNING
059ecd25d893,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,40043|40051,2,4,MCQ,CC.1.3.4.C,how does the setting influence the character s actions in the last bell before the storm,the time or place creates conditions that affect what the character does | the setting prevents characters from making choices | the setting only lists unrelated facts | the setting is always less important than dialogue,generated,WARNING
d64d60838e73,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,40044|40052,2,4,MCQ,CC.1.3.4.H,which event most directly leads to the resolution in the last bell before the storm,the character s choice that helps solve the central conflict | a detail that names the weather | a sentence that only describes clothing | a fact unrelated to the story problem,generated,WARNING
b11d71a88561,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,50004|cmonfrv0g000ldpdkdkeaaqtd,2,5,CONVENTIONS,CC.1.4.5.F4,which revision fixes the sentence fragment,because the rain stopped | because the rain stopped we practiced outside | the rain because stopped | outside because,database|generated,WARNING
a28111f35a0f,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,50005|cmonfrv0g000mdpdkzbylxxl4,2,5,CONVENTIONS,CC.1.4.5.F5,which sentence keeps verb tense consistent,maya opened the book and reads | maya opens the book and read | maya opened the book and read the first page | maya opening the book and read,database|generated,WARNING
dff8f9d4731b,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,50007|cmonfrv0g000odpdkfv3mmo1k,2,5,CONVENTIONS,CC.1.4.5.F7,which sentence uses commas correctly,yes i finished the draft | yes i finished the draft | yes i finished the draft | yes i finished the draft,database|generated,WARNING
75fa479af8f1,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,50008|cmonfrv0g000pdpdk63679tu1,2,5,CONVENTIONS,CC.1.4.5.F8,which sentence uses an apostrophe correctly,the teachers desk was clean | the teacher s desk was clean | the teachers desk was clean | the teacher desk s was clean,database|generated,WARNING
7794032c8c7b,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,50011|50015,2,5,MCQ,CC.1.2.5.B,which evidence from the passage best supports the inference or generalization about how wetlands protect a watershed,a supported inference that combines text clues with what the reader knows | a guess that sounds possible but has no text evidence | a copied detail that does not explain what can be figured out | an answer based only on one word from the title,generated,WARNING
96b18b6ba1fb,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,50017|50042,2,5,MCQ,CC.1.3.5.A,which answer best explains theme in the last bell before the storm,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,generated,WARNING
8a49ebe5399c,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,50018|50043|50051,3,5,MCQ,CC.1.3.5.B,which evidence from the passage best supports the inference or generalization about the last bell before the storm,a supported inference that combines text clues with what the reader knows | a guess that sounds possible but has no text evidence | a copied detail that does not explain what can be figured out | an answer based only on one word from the title,generated,WARNING
9c20c221febf,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,50019|50044|50052,3,5,MCQ,CC.1.3.5.C,what mood does the setting help create in the last bell before the storm,a mood supported by details about the place time or environment | a mood that ignores all story details | a mood based only on the page number | a mood unrelated to the passage,generated,WARNING
99e9f2e5ac50,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,50020|50045|50053,3,5,MCQ,CC.1.3.5.H,how does the character s response to the problem affect the plot of the last bell before the storm,the response leads to the next important event and moves the story toward a resolution | the response stops all conflict immediately | the response only describes the setting | the response proves the passage is informational,generated,WARNING
a4a02771c25c,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,50021|50046,2,5,DRAG_DROP,CC.1.3.5.C,read the descriptions of sources used in the classroom move the two correctly written sources into the table,a newspaper article titled art in the 1920s | a book titled the habitat of turtles | a book titled how to fix a bicycle | a newspaper article titled amazing leonardo da vinci,generated,WARNING
ec6eaaecd7b1,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,50022|50047,2,5,MCQ,CC.1.3.5.F / CC.1.2.5.F,read the sentences from the passage which idea does the figurative phrase suggest,a chance to begin again in a better way | a newly washed object | a confusing mistake | a problem that cannot be solved,generated,WARNING
18bc214b5c75,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,50023|50048,2,5,HOT_TEXT,CC.1.3.5.E,read the sentence select the underlined word that is spelled incorrectly,she found the puppy hiding underneath the porch | she found the puppy hiding beside an enormus piece of furniture | she found the puppy hiding near the library | she found the puppy hiding behind the chair,generated,WARNING
94e8ab111055,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,50025|50029,2,5,MCQ,CC.1.2.5.B,which evidence from the passage best supports the inference or generalization about two views of a community garden,a supported inference that combines text clues with what the reader knows | a guess that sounds possible but has no text evidence | a copied detail that does not explain what can be figured out | an answer based only on one word from the title,generated,WARNING
afa46878fda6,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,50032|50036|50038,3,5,MCQ,CC.1.2.5.B,how does the table or chart contribute to the reader s understanding of designing a water smart schoolyard,a supported inference that combines text clues with what the reader knows | a guess that sounds possible but has no text evidence | a copied detail that does not explain what can be figured out | an answer based only on one word from the title,generated,WARNING
19cb1ed0570f,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,50034|50040,2,5,MCQ,CC.1.2.5.D,based on the context of designing a water smart schoolyard what does the word or phrase most likely mean,the author develops the idea with relevant details from the passage | the author includes details that do not connect to one idea | the passage is mostly a list without a structure | the best answer can be found by using the title only,generated,WARNING
0a77c608eb56,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,60001|cmowe8929000w5ish1ds0xyky|cmoweqxg4000w6zhz2g02rhup|cmowg7f4b001apspn1o2rk8pz|cmowzttnj0002twqwjwblspz0|cmox0dd9w0002vlf184kwu85t|cmox0o8mx000274o54qi7nzqc|cmox1en8o00027pv3dg21y2l1|cmox1wex0000211ju9syvd5eu|cmp30b1p60004rzygec6ps7b8|cmp30b8ng001urzygc5m6ktk5|cmp39561i0002nrdznqg4pcww|cmp39lq5m000211ze3y9x8la5|cmp3dtj970002chf9pr81zh4o|cmp5noc290002149wj4xxrhkc|cmp61ap8d0002r85q7hslrui5|cmp62uiy00002ajtyvb1i9x19|cmp7kxbgw0005nu4us7rob0d5,18,6,CONVENTIONS,CC.1.4.6.F1,read the paragraph which revision would most improve the paragraph,add a sentence that explains how the final detail connects to the main idea | delete all examples so the paragraph is shorter | change every sentence to a question | move the last sentence before the topic sentence,database|generated,WARNING
7134fa5d09e1,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,60002|cmox1en8o00037pv3pnwbw479|cmox1wex0000311jukrpdcdwv|cmp30b1p60005rzygbozh0lvn|cmp30b8ng001vrzygyx4u3oxl|cmp39561i0003nrdz3u20rr3w|cmp39lq5m000311zetvu3zawd|cmp3dtj970003chf9mz1ehmo3|cmp5noc290003149wu4hw6rz1|cmp61ap8d0003r85q68zli25g|cmp62uiy00003ajtyvgckyjw9|cmp7kxbgw0006nu4uhwfiuuwr,12,6,DRAG_DROP,CC.1.4.6.F2,read the paragraph select the word from each drop down list that best completes each sentence,first drop down | second drop down,database|generated,WARNING
10093cd5bf6d,PSSA_DUPLICATE_ITEM_WITH_REORDERED_CHOICES,60003|cmox0o8mx000474o5ro3wao4g|cmox1en8o00047pv3gk75b57j|cmox1wex0000411junmm5iwtd|cmp30b1p60006rzyg373xb1cw|cmp30b8ng001wrzygg466khqy|cmp39561i0004nrdz4347vbdj|cmp39lq5m000411ze04x7hivs|cmp3dtj970004chf93trj8uv0|cmp5noc290004149wxz3k1i0z|cmp61ap8d0004r85qib85fes7|cmp62uiy10004ajtys6rtmg64|cmp7kxbgw0007nu4ucj0oxbxj,13,6,HOT_TEXT,CC.1.4.6.F3,read the paragraph select the sentence that contains an inappropriate shift in pronoun person,when students revise an essay they should check whether each detail supports the claim | a writer should reread the draft because you may notice missing evidence | the class discussed its ideas before writing the final paragraph | readers can follow an essay when its organization is clear,database|generated,WARNING
